132,1906,2
132,1952,2
132,948,2
132,1995,3
132,1877,2
132,1905,2
132,1884,2
132,1941,2
289,1906,2
289,1839,2
289,1841,2
289,1404,2
289,2554,2
289,2307,2
289,2308,2
289,2296,2
308,1906,2
308,1590,2
308,2639,2
308,1928,2
308,2308,2
308,2296,2
308,1925,2
308,2004,2
384,1906,2
384,2763,2
384,2015,3
384,2754,2
384,2655,2
384,2695,2
384,2693,2
384,2705,2
384,1925,2
1850,1906,1
1850,1248,1
1850,2363,1
1850,2589,1
1850,2448,1
1850,2584,1
1850,2821,1
1850,2948,1
2285,1906,1
2285,975,1
2285,2,1
2285,26,1
2285,2212,1
2285,1112,1
2285,70,1
2285,3027,1
2285,2800,1
2285,3358,1
2285,3401,1
4708,1621,4
4708,3590,2
4708,3591,2
4708,3592,2
4708,3613,2
4708,3595,2
4708,986,2
4708,3641,2
4988,1621,3
4988,1629,2
4988,1008,3
4988,3422,3
4988,3590,2
4988,3591,2
4988,3613,2
4988,3594,2
5128,1621,3
5128,1027,2
5128,1418,2
5128,1507,2
5128,1817,2
5128,2140,2
5128,3538,2
5128,3536,2
5128,3350,2
5128,3352,2
5128,3552,3
5128,3551,2
5128,3639,2
5342,1621,2
5342,2370,2
5342,3059,2
5342,465,2
5342,3604,2
5342,3634,2
5342,3875,2
5342,462,2
2179,227,1
2179,516,1
2179,584,1
2179,2354,1
2179,2283,1
2179,704,1
2179,2476,1
2179,192,1
2179,3044,1
3295,227,1
3295,429,1
3295,3347,1
3295,3320,1
3295,3314,1
3295,3326,1
3295,3319,1
3295,3323,1
3295,3318,1
3295,3246,1
3295,3322,1
421,2502,2
421,1471,2
421,1472,2
2095,2502,1
2095,2939,1
2095,2981,1
2095,1000,1
2095,2967,1
2095,2936,1
2095,3153,1
2095,1876,1
18,1372,2
18,1936,2
18,1995,2
18,1966,2
18,2272,2
18,1662,2
18,1911,2
79,1372,2
79,448,2
79,1772,3
79,458,2
79,1799,2
79,1279,2
79,1291,2
2454,1820,1
2454,2897,1
2454,3136,1
2454,3144,1
2454,3143,1
2454,3172,1
2454,3234,1
3503,1820,1
3503,772,1
3503,1252,1
3503,738,1
3503,2312,1
3503,1718,1
3503,2974,1
3503,2280,1
3503,2961,1
3503,3179,1
3503,3326,1
3503,3423,1
1,2301,3
1,1983,2
1,2008,2
1,2010,2
1,2037,2
1,1073,2
1,1558,2
1,1562,2
1,1563,2
6,2301,3
6,1983,2
6,2008,2
6,2010,2
6,2011,2
6,2037,2
6,1981,2
6,1073,2
6,1075,2
17,2301,3
17,1930,4
17,1931,2
17,1932,2
17,1870,2
17,1935,2
17,1841,2
17,1758,2
17,2037,2
17,1929,2
17,1875,2
17,2467,2
17,1550,2
17,1803,2
17,1806,2
19,2301,2
19,626,3
19,1983,2
19,2008,2
19,2010,2
19,2011,2
19,1889,2
19,2467,2
19,1892,2
37,2301,2
37,1932,2
37,1983,2
37,2010,2
37,2018,2
37,1934,4
37,1516,2
37,1885,2
37,2009,2
37,1515,2
43,2301,20
43,1792,3
43,1984,2
43,1986,8
43,1985,8
43,1759,4
43,1407,4
43,364,2
56,2301,2
56,1983,2
56,2008,2
56,1888,2
56,2010,2
56,2011,2
56,2037,2
56,1463,2
56,1887,3
56,1889,2
56,1986,2
56,388,2
78,2301,2
78,1967,2
78,1983,2
78,2008,2
78,2010,2
78,1076,2
78,2037,2
78,1885,2
78,1803,2
83,2301,2
83,1983,2
83,2008,2
83,2010,2
83,2011,2
83,2467,2
83,2512,2
83,1305,2
108,2301,2
108,1930,2
108,1931,2
108,1983,2
108,2008,2
108,2010,2
108,2011,2
108,1879,2
108,1929,2
113,2301,2
113,626,9
113,1983,2
113,2008,2
113,2010,2
113,2037,2
113,1981,2
113,388,2
115,2301,2
115,2008,2
115,2010,2
115,2011,2
115,2018,2
115,1516,2
115,2037,2
115,1073,2
126,2301,3
126,2008,2
126,2011,2
126,1971,5
126,2037,2
126,2467,2
126,2512,2
126,1985,2
126,2007,2
128,2301,2
128,1983,2
128,2008,3
128,2010,2
128,2011,2
128,2037,2
128,1075,2
128,388,2
151,2301,2
151,2008,2
151,2010,2
151,2011,2
151,2037,2
151,1981,2
151,1073,2
151,990,2
151,486,2
163,2301,2
163,2037,2
163,2012,2
163,1981,2
163,1075,2
163,543,2
163,1702,2
164,2301,2
164,1983,2
164,2010,2
164,2011,2
164,2018,2
164,2037,2
164,1561,2
164,1515,2
178,2301,2
178,1983,2
178,2008,2
178,2010,2
178,2011,2
178,2037,2
178,1981,2
178,1073,2
191,2301,2
191,1983,2
191,2010,2
191,2037,2
191,1981,2
191,2467,2
191,2465,2
191,2469,2
191,2468,2
195,2301,2
195,1983,2
195,2010,2
195,2011,2
195,2018,2
195,2037,2
195,1981,2
195,1073,2
195,1558,2
195,1562,2
195,1563,2
195,543,2
195,315,2
195,420,2
195,486,2
202,2301,7
202,1983,3
202,2008,3
202,2010,3
202,2011,3
202,2018,3
202,1516,3
202,2037,5
202,1981,3
202,543,3
206,2301,3
206,1983,2
206,2010,2
206,1981,2
206,1073,2
206,1558,2
206,1562,2
206,1563,2
206,388,2
206,486,2
212,2301,2
212,1983,2
212,2008,2
212,2010,2
212,2011,2
212,2037,2
212,1981,2
212,1073,2
212,388,2
216,2301,2
216,1983,2
216,2008,2
216,2011,2
216,2037,3
216,1981,3
216,2469,2
216,2468,2
219,2301,2
219,1983,2
219,2010,3
219,2011,2
219,2037,2
219,1981,2
219,1075,2
219,388,2
219,2230,3
219,2232,3
225,2301,2
225,1983,2
225,2008,2
225,2010,2
225,2011,2
225,2018,2
225,2037,2
225,1981,2
225,1075,2
225,420,2
237,2301,2
237,1693,3
237,1983,2
237,2008,2
237,2010,2
237,2011,2
237,2037,2
237,1981,2
237,1073,2
237,1075,2
260,2301,3
260,1932,2
260,1933,2
260,1983,2
260,2008,2
260,2018,2
260,1516,2
260,2037,2
260,1981,2
260,1075,2
260,388,2
284,2301,3
284,2010,2
284,2018,2
284,1516,2
284,2037,2
284,1981,2
284,1073,2
284,486,2
450,2301,2
450,1931,2
450,1983,2
450,2008,2
450,2010,2
450,2011,2
450,1763,2
450,644,2
450,1928,2
450,2307,2
450,2308,2
484,2301,2
484,1983,2
484,2008,2
484,2010,2
484,2070,2
484,2058,3
484,1859,2
484,1858,2
506,2301,7
506,1983,5
506,2008,3
506,2010,3
506,1531,3
506,1911,3
506,1007,3
506,2468,3
506,1928,3
506,2089,3
3267,1568,1
3267,1527,1
3267,1548,1
3267,3314,1
3267,3433,1
3267,3443,1
3267,3376,1
3267,3432,1
3267,3393,1
3277,1568,1
3277,2846,1
3277,2293,1
3277,1684,1
3277,2908,1
3277,3023,1
3277,3326,1
3277,3345,1
3277,3296,1
3940,1568,4
3940,437,2
3940,713,2
3940,474,2
3940,2820,2
3940,3084,2
3940,3103,2
3940,3326,2
3940,1554,2
3940,3426,2
198,1666,2
198,1967,2
198,1693,2
198,1764,2
198,1757,3
198,1654,2
198,1915,2
198,1984,4
198,1986,2
198,1885,2
198,1794,2
198,2007,2
198,690,2
198,2009,2
198,1765,2
198,1668,2
198,1706,2
198,1527,2
198,387,2
198,2554,2
278,1666,2
278,1878,7
278,1881,7
278,1927,2
278,1800,2
278,1882,2
278,1403,2
278,1801,2
278,1833,2
278,1706,2
278,1105,2
287,1666,2
287,1774,2
287,1969,2
287,1935,2
287,434,2
287,1844,2
287,1722,2
287,2689,2
287,1994,2
287,336,2
287,2043,2
287,1861,2
287,1912,3
287,2054,2
595,1666,1
595,1693,1
595,1722,1
595,1794,1
595,1787,1
595,2007,1
595,644,1
595,627,1
595,1527,1
595,2070,1
595,1917,1
595,2036,1
595,2133,1
595,2336,1
595,2342,1
1379,1666,1
1379,1722,1
1379,2007,1
1379,713,1
1379,336,1
1379,2064,1
1379,2133,1
1379,2548,1
1379,2858,1
1379,2585,1
87,1774,2
87,2008,2
87,1757,2
87,1076,2
87,1722,2
87,2272,2
87,1794,2
87,1464,2
87,1106,2
105,1774,2
105,1967,4
105,1980,2
105,1955,2
105,1767,2
105,1984,2
105,1640,2
112,1774,2
112,1764,2
112,1841,2
112,1879,2
112,1654,2
112,1970,2
112,1806,2
112,1592,2
116,1774,2
116,1694,5
116,1722,2
116,1814,2
116,1840,2
116,102,3
116,1914,4
116,1970,4
116,645,2
117,1774,2
117,948,2
117,1935,2
117,1114,2
117,1951,3
117,2357,2
149,1774,2
149,1930,2
149,1843,2
149,1969,2
149,1844,2
149,1758,2
149,1793,2
149,1985,2
149,1587,2
149,1364,2
149,336,2
149,2554,2
149,2070,2
154,1774,2
154,1693,2
154,1843,2
154,1575,3
154,1757,2
154,1577,2
154,1721,2
154,1951,2
154,1794,2
154,1755,2
174,1774,2
174,1721,2
174,1885,2
174,2007,2
174,1779,2
174,2554,2
174,1602,2
174,2291,2
261,1774,2
261,1980,2
261,2037,2
261,1981,2
261,1885,2
261,541,2
261,2554,2
261,1602,2
299,1774,2
299,1758,2
299,1668,2
299,713,2
299,2554,4
299,1860,5
299,2070,4
299,1912,8
304,1774,2
304,1589,2
304,1787,2
304,981,2
304,644,2
304,645,2
304,331,2
304,1921,2
306,1774,2
306,1931,2
306,1932,2
306,1929,2
306,1463,2
306,2009,2
306,2070,2
306,2292,2
306,507,2
361,1774,2
361,1839,2
361,2604,2
361,2554,2
361,2291,2
361,2081,2
361,1922,2
361,2306,2
361,1975,2
379,1774,2
379,1668,2
379,627,2
379,639,2
379,2554,2
379,2070,2
379,2291,2
379,2381,2
380,1774,2
380,1764,2
380,1800,2
380,710,2
380,1637,2
380,381,2
380,1904,2
380,723,2
416,1774,2
416,1839,2
416,1967,2
416,1589,2
416,1038,2
416,1885,2
416,1604,2
416,1668,2
416,1564,2
416,2554,2
416,2034,2
466,1774,2
466,1843,2
466,1722,2
466,1794,2
466,1668,2
466,2554,2
466,1928,2
466,2307,2
501,1774,2
501,1839,2
501,1844,2
501,1722,2
501,1793,2
501,1794,2
501,625,2
501,1527,2
501,2554,2
501,1860,4
501,1912,3
501,2034,3
518,1774,2
518,1786,2
518,1757,2
518,1885,2
518,2009,2
518,518,2
518,1860,2
518,519,2
527,1774,2
527,2291,2
527,1893,2
527,1928,2
527,2307,2
527,2308,2
527,2006,2
527,1900,2
527,2004,2
528,1774,2
528,1843,2
528,1764,2
528,1844,2
528,1758,2
528,713,2
528,2070,2
534,1774,2
534,2639,2
534,2748,2
534,2291,2
534,1203,2
534,2296,2
534,2036,2
534,2659,2
534,1916,2
571,1774,4
571,1839,2
571,1693,2
571,1076,2
571,1722,2
571,1766,4
571,1765,2
571,1668,2
571,644,2
571,1619,2
571,2554,2
571,2307,2
571,2075,2
571,1922,2
571,1982,2
571,2005,2
668,1774,1
668,1932,1
668,690,1
668,2308,1
668,2085,1
668,2327,1
668,2336,1
668,2342,1
668,2339,1
668,2326,1
668,2382,1
757,1774,1
757,645,1
757,2307,1
757,2308,1
757,2083,1
757,2133,1
757,1999,1
757,2383,1
825,1774,1
825,2037,1
825,1801,1
825,713,1
825,2291,1
825,2089,1
825,1998,1
825,2156,1
863,1774,1
863,1933,1
863,1843,1
863,2010,1
863,1764,1
863,527,1
863,644,1
863,620,1
863,453,1
863,1925,1
863,2326,1
863,2156,1
863,2363,1
925,1774,1
925,2183,1
925,2317,1
925,2221,1
925,2219,1
925,2213,1
925,2532,1
925,2073,1
925,2268,1
925,2269,1
925,2215,1
925,2218,1
925,2387,1
925,2388,1
925,2531,1
925,424,1
1187,1774,1
1187,1870,1
1187,2034,1
1187,2307,1
1187,2156,1
1187,2557,1
1187,2338,1
1187,2570,1
1274,1774,1
1274,1722,1
1274,1639,1
1274,1527,1
1274,2132,1
1274,2133,1
1274,2325,1
1274,1923,1
1337,1774,1
1337,1722,1
1337,1756,1
1337,2289,1
1337,2132,1
1337,2338,1
1337,2494,1
1337,2497,1
1337,2858,1
1337,2585,1
1337,2583,1
1410,1774,1
1410,1722,1
1410,1697,1
1410,2140,1
1410,2141,1
1410,2484,1
1410,2486,1
1410,2581,1
1462,1774,1
1462,1947,1
1462,1468,1
1462,1663,1
1462,2308,1
1462,2339,1
1462,2338,1
1462,2488,1
1462,2496,1
1485,1774,1
1485,770,1
1485,2132,1
1485,2326,1
1485,2325,1
1485,2496,1
1485,3063,1
1485,2844,1
1605,1774,1
1605,1844,1
1605,1061,1
1605,125,1
1605,2122,1
1605,2585,1
1605,2909,1
1661,1774,1
1661,2132,1
1661,2133,1
1661,1998,1
1661,2858,1
1661,2884,1
1661,2838,1
1661,3280,1
1663,1774,1
1663,1694,1
1663,1850,1
1663,1841,1
1663,1722,1
1663,1840,1
1663,1788,1
1663,1107,1
1663,2554,1
1663,2080,1
1663,2132,1
1663,2158,1
1663,2408,1
1663,2494,1
1663,2167,1
1663,740,1
1663,2585,1
1663,2889,1
1663,3280,1
1663,2362,1
1783,1774,1
1783,1841,1
1783,1756,1
1783,1661,1
1783,1527,1
1783,1595,1
1783,2132,1
1783,2348,1
1783,740,1
1783,2585,1
1783,3063,1
1783,2909,1
1783,2833,1
1783,2838,1
1783,2334,1
1783,2946,1
1783,2957,1
1941,1774,1
1941,2524,1
1941,377,1
1941,603,1
1941,1008,1
1941,2596,1
1941,2910,1
2273,1774,1
2273,1839,1
2273,1456,1
2273,1339,1
2273,2080,1
2273,2158,1
2273,2325,1
2273,2448,1
2273,2913,1
2273,2945,1
2273,2959,1
2273,2922,1
2273,2970,1
2273,3023,1
3111,1774,1
3111,2133,1
3111,740,1
3111,2889,1
3111,2957,1
3111,2923,1
3111,3194,1
3111,3108,1
3111,3109,1
3111,954,1
3591,1774,2
3591,740,2
3591,3128,2
3591,3366,2
3591,1077,2
3591,3373,2
3591,3394,2
3591,3415,2
3591,3434,2
3591,3513,2
14,1839,2
14,1932,2
14,1693,2
14,1843,2
14,1870,2
14,1800,2
14,1841,2
14,1844,2
14,1722,2
22,1839,2
22,1764,2
22,1757,2
22,1841,2
22,1758,2
22,1654,2
22,1767,2
22,1364,2
22,1648,2
23,1839,2
23,707,2
23,708,2
23,1930,4
23,1932,4
23,1933,2
23,1929,4
23,1722,2
61,1839,2
61,1850,2
61,1841,2
61,1076,3
61,1875,2
61,1075,2
61,1840,2
61,1005,2
61,1911,2
61,1007,2
74,1839,2
74,1983,2
74,1764,2
74,1445,3
74,1604,2
74,973,11
74,2245,5
74,2253,5
74,381,2
74,972,7
80,1839,2
80,1693,2
80,1843,2
80,1841,2
80,1114,2
80,1722,2
80,1801,2
80,1781,2
80,1545,2
80,1794,2
80,981,2
80,1756,2
80,645,2
80,583,2
91,1839,2
91,1932,2
91,1869,2
91,1114,2
91,1763,2
91,1374,2
91,345,2
91,1549,2
129,1839,2
129,1983,2
129,2008,2
129,1841,2
129,1404,2
129,429,3
129,1970,2
162,1839,2
162,1786,2
162,2012,2
162,1872,3
162,1784,3
162,1553,2
162,733,2
162,1785,2
162,344,2
162,389,2
162,647,2
184,1839,2
184,2010,2
184,1841,2
184,1076,2
184,1073,2
184,1755,2
184,627,2
184,486,3
184,1861,3
194,1839,2
194,1932,2
194,1934,2
194,1097,2
194,2037,2
194,1981,2
194,1445,2
196,1839,2
196,1693,2
196,1841,2
196,1793,2
196,1794,4
196,541,2
196,1775,2
223,1839,2
223,1693,2
223,1843,2
223,1841,2
223,1721,3
223,1814,2
223,1885,2
223,1244,2
223,2291,2
236,1839,2
236,1930,2
236,1933,2
236,1693,2
236,1764,2
236,1841,2
236,1114,2
236,1984,2
236,1986,2
236,1794,2
236,1730,2
236,2007,2
236,1364,2
236,1527,2
236,1646,2
236,770,2
236,1602,2
236,2070,2
236,969,5
267,1839,2
267,1967,4
267,1935,2
267,1654,2
267,1767,2
267,1801,2
267,1984,2
267,625,2
267,1668,2
267,1527,2
267,1557,2
267,2070,2
297,1839,2
297,1971,2
297,1844,2
297,1781,2
297,1986,2
297,748,2
297,320,2
297,2054,2
297,2064,2
314,1839,2
314,1764,2
314,1722,2
314,1801,2
314,1793,2
314,1765,2
314,1668,2
314,387,2
314,2554,2
314,2070,2
314,2307,2
350,1839,2
350,1843,2
350,1844,2
350,1801,2
350,1984,2
350,1793,2
350,1557,2
350,2086,2
350,2075,2
353,1839,2
353,639,2
353,2070,2
353,2034,2
353,2296,2
353,2086,2
353,2006,2
353,2004,2
353,1987,2
359,1839,2
359,708,2
359,2007,2
359,2009,2
359,2070,2
359,2033,2
